3256212126, 2018-10-02T17:46:12.000Z, 5, 0, 0, 2.3.2, Herlig, Det er nemt, 1neets
2462647214, 2018-04-24T16:23:58.000Z, 2, 0, 0, 2.2.2, Mangler, Mail og chat virker ikke på iPhone 8 ellers er appen som sådan ok, olkj84
2461152224, 2018-04-24T07:53:57.000Z, 1, 0, 0, 2.2.2, Trænger til en opdatering, Der er mangel på information jeg kommer fra danske bank - og er meget ked af skiftet ift. mobilbank, Louise Selvig Ludvigsen
2460731213, 2018-04-24T05:07:10.000Z, 1, 0, 0, 2.2.2, Fint når det virker, Syntes det kører for langsomt og det er for tit nede, Anna grue
2455682403, 2018-04-22T22:36:30.000Z, 2, 0, 0, 2.2.1, Ommer, Den crasher hele tiden og ofte når man er ved at overføre penge fra en konto til en anden. Så ved man ikke om pengene er gået ind. Jeg har en iPhone 6s med fuld opdatering. Men alligevel får den det jævnligt. Øv øv, Engla3
2446681895, 2018-04-20T20:38:37.000Z, 1, 0, 0, 2.2.1, Netbank på iPad, Ikke så nemt at overskue som på pc. Når man skal betale regninger hedder de forskellige funktioner noget forskelligt på iPad og pc. Foretrækker helt sikkert PC! Og hvorfor skal jeg skrive et kaldenavn (alle er jo optaget!) for at sende denne besked? Jeg er jo logget ind for pokker !, hvadvilihave
2446566455, 2018-04-20T19:53:35.000Z, 5, 0, 0, 2.2.1, Perfekt, Super Super Perfekt & easy to go around. I give Nordea app a million stars ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️, Happy Beryl
2441980918, 2018-04-19T18:14:56.000Z, 4, 0, 0, 2.2.1, God men mangler lige det sidste..., Jeg savner at kunne se mine Betalingsservice aftaler på de forskellige kontoer.  Jeg savner Rigtig Meget at kunne lave “afstemning” i min mobile netbank.  Det kunne være rigtigt fedt at kunne se og underskrive sine dokumenter fra banken direkte i den mobile netbank.   Den er dog dejlig nem at logge ind på og danne sig et overblik over sin daglige og kommende økonomi (ventende betalinger). Det er super nemt at oprette overførelser også faste overførelser samt betale regninger., Torben Michael Sørensen
2430165939, 2018-04-16T17:06:55.000Z, 5, 0, 0, 2.2.1, Super nemt., Dejligt at kunne se ind og udgang hurtigt og nemt., helle-stig@hotmail. com
2428929826, 2018-04-16T10:01:50.000Z, 5, 0, 0, 2.2.1, Amazing Product, Perfect app guys Has good functionality  No bugs Fast  efficient and durable Could be worked upon the design part., JikqSanmartean
2420869634, 2018-04-14T08:27:49.000Z, 5, 0, 0, 2.2.1, Let at arbejde med, God os sikker hurtig og altid til rådighed, god mulighed
2415865585, 2018-04-13T03:22:52.000Z, 5, 0, 0, 2.2.1, Super nemt, Perfekt måde at have bank på, lidajensen
2413393960, 2018-04-12T12:05:26.000Z, 5, 0, 0, 2.2.1, Mobilbank, Det er en nem og hurtig måde at komme ind på sin konto .....absolut 5 stjerner......!!!!!!, John alias bollevitte
2412742083, 2018-04-12T08:21:19.000Z, 5, 0, 0, 2.2.1, App, Super  Men glem nu ikke den lokale rådgivning🙂, Svendaage
2409235527, 2018-04-11T10:30:49.000Z, 5, 0, 0, 2.2.1, Tilfredshed, Træls at jeg ikke kan forstørre netbankens side så jeg som svagtseende ikke kan læse den på min iPad og telefon Det samme er der hvor jeg skal godkende med nemid Jeg kan vel ikke være den eneste der er svagtseende her i landet Hilsen Jeanette, Jeanette devantier
2404743411, 2018-04-10T06:45:44.000Z, 5, 0, 0, 2.2.1, Virker perfekt, Gør alt det som man forventer at den skal gøre., As16788
2401835804, 2018-04-09T11:45:21.000Z, 3, 0, 0, 2.2.1, Dokumenter, Jeg mangler at man kan tilgå sine Dokumenter fra banken via App, Marble_37
2401660659, 2018-04-09T10:48:58.000Z, 2, 0, 0, 2.2.1, Ikke fyldestgørende App., Man kan ikke se nok info pr. overførsel. Og man kan ikke oprette PBS på app’en hvilket ville være rart så man ikke skal ind på en PC., Suadi81
2394710850, 2018-04-07T14:46:31.000Z, 2, 0, 0, 2.2.1, Touch ID virker ikke. Ellers en ok app., Hvornår kommer det til at virke?, ullaRM
2391757674, 2018-04-06T20:09:01.000Z, 4, 0, 0, 2.2.1, Ros og ris, Det er dejligt at have mobilbank men jeg synes det bliver dyrere og dyrere. Jeg har lige betalt 500kr for at betale min regning. Tidligere var det da kun 200 såvidt jeg husker. Det er altså en stigning på langt over 100%!  Mvh. Marianne Andersen, Mamathua
2391620539, 2018-04-06T19:15:36.000Z, 2, 0, 0, 2.2.1, Mangler løbende kontobalance, Det skal være muligt at se ens kontobalance efter hver aktivitet så man løbende kan følge med i hvad ens konto lå på da der fx. blev hævet sidst. Det kan man både på Nordeas hjemmeside og på Danskebanks app., amalie sabine
2390778349, 2018-04-06T14:18:54.000Z, 5, 0, 0, 2.2.1, Nem at brug👍🏻, Nem og tage ikke tid at brug., Vallensbæk Strand
2387550443, 2018-04-05T17:54:10.000Z, 4, 0, 0, 2.2.1, Det virker bare, Det virker bare, Teddylgm
2385926714, 2018-04-05T08:50:14.000Z, 5, 0, 0, 2.2.1, Nem og hurtig at bruge, Det er så fedt at man kan ligge ind via touch Id. Det gør det meget nemt og hurtigt at bruge. Gad godt at der var en scan og betal girokort funktion og statistik over ens forbrug., David the sound guy
2383533180, 2018-04-04T17:28:43.000Z, 2, 0, 0, 2.2.1, Mangler brugervenlighed, App’en er upraktisk når der skal overføres penge. Mest fordi den også kræver nemid i stedet for en kode som bliver sendt til mobilen. Derudover savner jeg saldo ved hver ind- og udbetaling når man kigger ens kontoudtog igennem.  Udover det er det en ganske fin app - super lækkert med login via touch ID :-), Steffen Nielsen
2381392564, 2018-04-04T05:06:27.000Z, 2, 0, 0, 2.2.1, Ik tidssvarende eller brugervenlig, Er vild med funktionaliteten af en mobilbank. Men synes ikke denne er brugervenlig eller har fuldt med konkurrenterne. Alt for ulogisk giver ik nemt overblik over forbrug af penge eller konti.  Tænker også folk der har svært ged teknik der driller den også, ik brugervenlig
2379566660, 2018-04-03T17:27:45.000Z, 4, 0, 0, 2.2.1, Praktisk når den virker, Der er til tider problemer med at logge ind og NEM ID feltet (som til tider skal bruges trods man har logget ind) modtager ikke copy-paste data samt virker ikke med 1Password. Derudover er det super nemt og praktisk når man kan bruge fingeraftryk og det slår i hvert fald besværet på pc., The Heftster
2378479374, 2018-04-03T11:46:52.000Z, 4, 0, 0, 2.2.1, Bogførings datoerne, Det ville være lækkert hvis bogføringsdatoerne under de enkelte linjer blev på den oprindelige dato. Feks. Jeg bruger mit dankort på 300- om lørdagen den 01. Når jeg kigger på mobilbank står der også den første men når vi rammer mandag har datoen ændret sig til den 3. Hvilket gør at den kan komme ret langt ned på oversigten hvis man har lavet flere transaktioner., Waerme
2378020705, 2018-04-03T09:19:42.000Z, 1, 0, 0, 2.2.1, Alt for mange fejl, Jeg får nok teknisk fejl cirka 80% af gangene jeg prøver at logge ind. Jeg ved ikke hvor lang tid der som regel går fra jeg får teknisk fejl første gang til jeg kan logge ind men det er ret irriterende ikke at kunne tjekke sin netbank når man vil., Oliviaegfweeg
2377960184, 2018-04-03T08:58:16.000Z, 1, 0, 0, 2.2.1, Løbende saldooverblik, Dårligt kontooverblik!  Der står jo kun hvad man hæver og ikke saldoen løbende? Det skal da minde om en kontoudskrift hvor man løbende kan se saldo og ind- og udgifter!  Kom nu bankfolk - det er sgu da helt grundlæggende!, skufferen
2368408789, 2018-03-31T18:31:18.000Z, 1, 0, 0, 2.2.1, Amatør software, Amatør software som ikke lever op til markedsstandard, Momomomomimomomo
2366515820, 2018-03-31T07:33:14.000Z, 1, 0, 0, 2.2.1, Elendig app, Elendig app dårlig bruger oplevelse irriterende man ikke bare kan bruge kode og fingeraftryk man skal også have nemid frem. Det er svært at finde rundt og der er alt for mange begrænsninger og ting man ikke kan på mobil appen. Oven i det er navigationen virkelig elendig., csa_007
2357007868, 2018-03-28T21:35:58.000Z, 3, 0, 0, 2.2.1, Ingen udskrivning, Hej Hvor er det irriterende at man ikke kan udskrive vedhæftede filer i mails fra app.  I forhold til Danske Banks mobil app er denne app totalt bagud med alt.  Mvh Niels, Nielsnico
2355299436, 2018-03-28T10:54:10.000Z, 4, 0, 0, 2.2.1, Mobilbank, Det dejlig nemt at bruge og at man kan have det med sig, bolchefreak
2352537159, 2018-03-27T15:16:22.000Z, 1, 0, 0, 2.2.1, Mobilbanken til iPad er oldnordisk, Man kan på sin smartphone logge ind med Face ID eller finger ID men ikke når det drejer sig om sin iPad så skal man stadig skrive en lang kode for at komme ind. Og hvorfor skal jeg bruge mit nemid når jeg skal sende en mail til min rådgiver når jeg er logget ind., Iwolfdk
2351702150, 2018-03-27T10:33:04.000Z, 1, 0, 0, 2.2.1, TouchID, Pænt irriterende at man IKKE kan bruge TouchID på iPad når man kan på iPhone.. Det må I sgu se at fixe.., FuxieDK
2349083665, 2018-03-26T16:22:50.000Z, 2, 0, 0, 2.2.1, Ingen touch-Id login on iPad, Hvornår får man denne funktion på de iPads der understøtter touch-id., Gammelfar12
2340006037, 2018-03-24T06:09:09.000Z, 5, 0, 0, 2.2.0, Netbank, Det er nemt og overskueligt. 👍, horsdal.
2316847903, 2018-03-17T19:02:15.000Z, 1, 0, 0, 2.2.0, Overblik, At kunne søge specifikt på enten beløb eller på kreditor ville være super optimalt, M776656
2315730759, 2018-03-17T12:30:30.000Z, 5, 0, 0, 2.2.0, Perfekt, Ok, Erik Kongste
2313040665, 2018-03-16T18:32:46.000Z, 3, 0, 0, 2.2.0, Nordea mobilbank, Den er ikke godt nok udviklet i forhold til f.eks Danske Bank. De har flere funktioner og så koster det ikke noget at lave en overførsel til andre i andet PI !!, Brix Kronborg
2311073169, 2018-03-16T05:58:09.000Z, 5, 0, 0, 2.2.0, Cool, Nem og brugervenlig platform. Super lækkert, Ras189386171kr37
2310056621, 2018-03-15T22:48:32.000Z, 3, 0, 0, 2.2.0, Stabil men kedeligt design, Appen er klippe stabil men designet er ret kedeligt og føles gammeldags., Mrmansonn
2307830451, 2018-03-15T08:35:09.000Z, 3, 0, 0, 2.2.0, Træls, Det”træls” at skulle bruge NemID hvergang man betaler eller overføre., comeonfck
2304425626, 2018-03-14T08:00:17.000Z, 2, 0, 0, 2.2.0, Altid utilgængelig, Jeres mobilapp kommer næsten hver uge op med en fejlmeddelse om at der er opstået en fejl prøv igen. Det er da skide irriterende man aldrig kan få adgang til sin netbank hvis det er vigtigt., Dille-1994
2302391283, 2018-03-13T17:35:44.000Z, 5, 0, 0, 2.2.0, Det er meget godt tak for det, Det er meget godt tak for det, jalil khadir
2301353038, 2018-03-13T10:54:53.000Z, 5, 0, 0, 2.2.0, Mangler Touch log in på iPAD, Hvornår virker det?, I-Try-Harder
2298985498, 2018-03-12T18:00:19.000Z, 3, 0, 0, 2.2.0, Tjah..., Man kan jo ikke undvære. Det er bare tidskrævende at bruge app’en.  Kunne være rart at kunne betale med fingeraftryk istedet for at vær afhængig af NemID-kortet., Buggien
2287574251, 2018-03-09T13:07:47.000Z, 1, 0, 0, 2.2.0, Mahallah, Mahudu, mahallallahh
2285036743, 2018-03-08T18:57:54.000Z, 5, 0, 0, 2.2.0, Bare noget der dur HVERGANG, Kan ikke leve uden.  TAK, John Mathiesen -Larsen
2276158114, 2018-03-06T06:07:23.000Z, 2, 0, 0, 2.2.0, Ikke imponeret, Alt for mange udfald slap layout mangler nye smarte funktioner. Diagrammer over forbrug., Jan Holm Welling
2271354576, 2018-03-04T20:38:17.000Z, 4, 0, 0, 2.2.0, Sidste stjerne fås når touch id login bliver muligt også på ipad!, Hvordan sætter jeg app'en op til touch id login? Jo jeg har ofte brugt touch id men har aldrig kunnet få det til at virke på mobil bank app'en. Og den er sat op til brug med touch id og det virker også fint i alle andre henseender end blot lige på mobil bank app'en. Det har forhåbentlig ikke noget at gøre med jeg bruger ipad? IPad pro 12 med iOS 11.2.6. Ok det var trist men jeg ser virkelig frem til det bliver muligt. Men mange tak for svaret det er god service ;), TheDaneDK
2269747820, 2018-03-04T10:24:57.000Z, 5, 0, 0, 2.2.0, Glad for netbank, Er så glad for min Nordea Mobil netbanksløsning!, Michael Madsen
2269654840, 2018-03-04T09:48:14.000Z, 1, 0, 0, 2.2.0, Forbedring ønskes, Er tit nede med fejl og har ikke særlig gode funktioner . Kig på Danske Bank appen den er super og gennemskuelig, Pajors
2262702476, 2018-03-02T12:07:43.000Z, 5, 0, 0, 2.2.0, Super, Det fungerer som det skal :-), SisseMarie
2262583596, 2018-03-02T11:25:32.000Z, 2, 0, 0, 2.2.0, Lysår væk, Det er fint med de mange funktioner men appen er og har været i langt tid lysår fra Danske Banks app, keldstefan
2262255202, 2018-03-02T09:16:14.000Z, 4, 0, 0, 2.2.0, Vurdering, Det er dejlig nemt at bruge denne men hvis man også kunne rette sine betalinger ville det være super 👍🏻🙏, 😄 Karin
2262092118, 2018-03-02T08:13:15.000Z, 1, 0, 0, 2.2.0, Gør den nu færdig, En del funktioner funker ikke. Bla. ved betaling af regning kan der ikke tages billede af regn. nr. Kommer man til at taste regn. nr. først og dernæst navn forsvinder nr.  Kommende betalinger er ikke oplyst når man kigger på sin konto. Kunne tænke mig at app’en selv delte forbrug i forskellige kategorier for hurtigt overblik., logosmurf
2262072503, 2018-03-02T08:05:32.000Z, 1, 0, 0, 2.2.0, Mangler funktionalitet, Drøn irriterende at man ikke kan læse og godkende dokumenter fra banken i appen., Plouglambert2016
2259733918, 2018-03-01T14:57:17.000Z, 3, 0, 0, 2.2.0, Mangler funktioner, Jeg savner muligheder for at kunne se info for penge der kommer ind på kontoen., PHiggins
2258338919, 2018-03-01T06:02:03.000Z, 5, 0, 0, 2.2.0, Mobil bank, Nemt og hurtigt., tilde g.
2256001454, 2018-02-28T12:56:59.000Z, 1, 0, 0, 2.2.0, Havde været fin for 5 år siden., Den her app virker så ufatteligt meget bagud både på design og på funktioner.  De få ting man kan i app’en er langsomme og dumt opbygget og kunne nok være lavet med halvt så mange trin som der er.  Havde Sydbank før og selvom det ikke var verdens bedste app så var den væsentlig bedre end denne - men nu er Nordea jo også sådan en lille bank som ikke har råd til at prioritere en ordentlig oplevelse for deres kunder., retardosan
2255453861, 2018-02-28T09:28:23.000Z, 5, 0, 0, 2.2.0, Vild med, Det funker godt, Palsgreen
2254985165, 2018-02-28T06:09:16.000Z, 5, 0, 0, 2.2.0, App, Fed app dog mangler at kunne ændre navne på kontierne i appen, Trolde1983
2232195564, 2018-02-21T13:54:16.000Z, 2, 0, 0, 2.2.0, Fejl hele tiden, Nu har jeg slettet og hentet appen 3 gange og den bliver ved med at sige der er fejl prøv igen senere når jeg vil ind og se min konto og transaktioner!!! Jeg bliver sindsyg.. det har den gjort i en uge nu! Fix det, CillahBabe
2228082187, 2018-02-20T08:48:08.000Z, 1, 0, 0, 2.2.0, Kontooverførsel, Kontooverførsel til andre virker ikke efter seneste opdatering..., Bror...!!
2225057744, 2018-02-19T11:42:23.000Z, 3, 0, 0, 2.2.0, Fin til overblik og overførsler, Savner i mobilappen nogle af de funktioner og dokumenter man kan tilgå via tablet og pc. Hvorfor laver man ikke en 100%-løsning til mobilen?, Troels J.
2221170269, 2018-02-18T08:46:23.000Z, 4, 0, 0, 2.2.0, Betalinger, Har lige fået ny tlf og tablet 😊 Kan ikke længere rette indtastninger og heller ikke skrive besked til modtager 😡 Er i det hele taget ikke sikker på at modtager kan se hvorfra betalingen kommer 😡😡 Kan det være rigtigt eller er der bare noget jeg skal ha’ ændret på??? Vh Wivi  Thorhauge, Wivi Thorhauge
2211136253, 2018-02-15T14:15:59.000Z, 2, 0, 0, 2.2.0, Fingeraftryks læser virker ikke på ipad, Fingeraftryks læser virker ikke på ipad, Kim Ditlev
2210315758, 2018-02-15T09:37:36.000Z, 5, 0, 0, 2.2.0, Feedback, Very handy and easy to use and security stays in, iebdf
2203790295, 2018-02-13T15:55:51.000Z, 4, 0, 0, 2.2.0, Simpel mangel, Der mangler funktion til at kunne rykke op/ned på ens forskellige konti. Utroligt det ikke har været der for flere år siden.  Update: Efter hurtig respons fra Nordeas kundesupport er problemet nu løst. Mange tak. Synes stadig funktionen ligger et uintuitivt sted ;), shindla123
2203660359, 2018-02-13T15:09:27.000Z, 2, 0, 0, 2.2.0, Mail virker aldrig, Der er alt alt aaaalt for ofte man får besked om der ligger mail - og når man åbner mail får man besked “mail virker ikke i øjeblikket” - nøj det virker uprof., Nabby user
2196211958, 2018-02-11T17:29:52.000Z, 2, 0, 0, 2.2.0, Change is not always good, Can the red and white be removed from the app logo??, svd82
2189732818, 2018-02-10T05:34:23.000Z, 3, 0, 0, 2.2.0, Face id, Kommer der snart face id som login metode?, jmt1972
2186994513, 2018-02-09T13:37:19.000Z, 3, 0, 0, 2.2.0, Godt alternativ til netbank MEN!, App klarer det meste for mig. Det eneste jeg virkelig savner er muligheden “Overførsel i Nordea” hvor jeg i netbanken kan lave en overførsel mellem DK Nordea og SE Nordea. Det ville gøre hverdagen så meget lettere. Det ender med at jeg kan gøre det med en 3rd party udbyder for Nordea rykker ikke særligt hurtigt på udviklingen. Fremtiden er lys for bankhandlinger når vi fremover ikke er låst til den enkelte banks egne apps., Is it coming?
2186570948, 2018-02-09T11:39:50.000Z, 3, 0, 0, 2.2.0, IPhone x, Fed app lækkert at jeg kan styre min opsparing fra den.  Vil den blive optimeret til iPhone x på et tidspunkt? det er efterhånden den eneste app som jeg har der ikke er optimeret endnu, Nicolai.ludvigsen
2185705090, 2018-02-09T07:26:09.000Z, 2, 0, 0, 2.2.0, Meget gammelt design og man kan ikke bruge ansigtsgenkendelse på appen, Gammel, Den Lund
2183248561, 2018-02-08T17:14:56.000Z, 5, 0, 0, 2.1.2, Super fin app, Virker perfekt og har aldrig problemer  En mangel er touchID på ipad.   Håber det kommer som Iphone, hansie123
2182915590, 2018-02-08T15:19:16.000Z, 2, 0, 0, 2.1.2, Nem-id, Kan man ikke blive fri for nem-id når man kan bruge fingre id til at overføre regning, Reklamer er for store
2182361303, 2018-02-08T12:36:13.000Z, 4, 0, 0, 2.1.2, Overførsler til fremmed konto, Kunne man ikke lave det så man ved overførsel til en fremmeds konto ikke skulle logge ind igen hvis man i forvejen er logget ind via touch på iphone. Er det ikke nok at skulle godkende overførslen med sin adgangskode og en nøgle? Det er dobbelt arbejde.  Hver 2 gang man logger ind står der mail virker ikke i øjeblikket hvornår får i fixet det det virker lidt amatøragtigt at det har stået på i over er år snart., Fsph
2179054181, 2018-02-07T18:19:45.000Z, 4, 0, 0, 2.1.2, IPhone x, Opdater appen til den nye iPhone så hele skærmen bliver udnyttet og så man kan bruge Face Id  Ellers rigtig god app til at tjekke konto balance osv., Sillashooter
2169775862, 2018-02-05T10:06:01.000Z, 2, 0, 0, 2.1.2, Slow app updates, Useful app but Nordea isn’t updating their app very frequently. Still no support for face-id 👎🏼, Høll
2169327401, 2018-02-05T07:21:22.000Z, 1, 0, 0, 2.1.2, Anmeldes, Den virker ok men der er tit nedbrud. Der er langt imellem opdateringerne. Appen har ikke ansigtsgenkendelse., Nikolaj Nis Nielsen
2163878127, 2018-02-03T22:31:04.000Z, 5, 0, 0, 2.1.2, Go, Ok mobilapp, Ion D.B.Christiansen
2161386930, 2018-02-03T08:02:54.000Z, 2, 0, 0, 2.1.2, Mobilbabk, Kun fordi jeg ikke er god tildet, perle555
2156998426, 2018-02-02T08:13:10.000Z, 1, 0, 0, 2.1.2, Ikke brugervenlig, Forslag til forbedring: - man burde kunne se løbende saldo så man fx kunne se hvad der stod på ens konto inden ens løn blev sat ind. - man burde kunne trykke ind på de enkelte posteringer og se mere info fx hvem er den til. - man burde kunne se komme betalinger og her også se mere info på hvem de er til.  Hej Niklas  Du får lige et svar på dit svar her. I min gamle banks mobilbank kunne jeg under kommende betalinger klikke ind på den enkelte betaling og se flere oplysninger på betalingen end bare navnet og beløbet. Fx hvilken rate evt. fakturanummer og lign. Det er det jeg mangler hos jer., Kathrine Würz
2154881949, 2018-02-01T20:18:17.000Z, 5, 0, 0, 2.1.2, God service, Jeg har oplevet god service i tlf banken føler de har tid til en., m.rostig
2154736431, 2018-02-01T19:10:46.000Z, 3, 0, 0, 2.1.2, Frygteligt design men brugbar, Appen ser direkte uprofessionel ud men den virker. Nordea prøv engang at se på Jyske Banks app. De tager UI og design seriøst., Rene_g
2150963033, 2018-01-31T19:51:59.000Z, 5, 0, 0, 2.1.2, Mega god app!!, Super nem at bruge overskueligt og en hjælp i hverdagen. Man kan nemt holde øje med sit forbrug og kan også bruges til at overfører penge til andre men også til sig selv hvis man har forskellige kontoer., Laur4332
2150909461, 2018-01-31T19:26:12.000Z, 4, 0, 0, 2.1.2, Fungerer fint på ipad, Den sidste stjerne kommer når app’en supportere touch id på ipad, NJ-88
2150666449, 2018-01-31T17:31:52.000Z, 1, 0, 0, 2.1.2, Opdatering.., Er det ikke på tide med en opdatering som ville følge året 2018. Lysere farver? Den er meget “tung” Muligt at se rådighedsbeløb inden regninger betales? Nemmere log-in. Evt. personlig kode? Generelt flere funktioner. Evt. Tage inspiration fra jeres “Nordea Wallet” app som er let overskuelig og giver fint indblik i daglig økonomi og forbrug. Generelt bare virkelig en opdatering og justeringer., 2018 opdatering..
2146854961, 2018-01-30T19:05:13.000Z, 3, 0, 0, 2.1.2, Login, Jeg kan forstå ideen med at vælge login metode om det skal være nemid eller touch idet at flere brugere kan have forskellige fingeraftryk til forskellige konti. Men hvis jeg udelukkende vil benytte mig af login på normal vis skal jeg stadig vælge nemid hver gang fremfor at jeg kan fjerne muligheden om touch på login skærmen. Det bør efter min mening være en indstilling det ligger i indstillinger og ikke på login skærmen så der skal vælges hver gang., Splice user 123
2146849648, 2018-01-30T19:02:45.000Z, 3, 0, 0, 2.1.2, God app mangler bare Face ID til iPhone X, God app mangler bare Face ID til iPhone X, cseverink
2146617550, 2018-01-30T17:19:37.000Z, 4, 0, 0, 2.1.2, IPhone X, Hvornår kommer I med en opdatering der fungerer med IPhone X / Face ID??, Morten.1976
2146518480, 2018-01-30T16:41:10.000Z, 3, 0, 0, 2.1.2, iPhone X, Hvornår kommer opdateringen til iPhone X?, Rune Dalsgaard
2145219840, 2018-01-30T10:32:12.000Z, 1, 0, 0, 2.1.2, Virkelig skidt, Mail funktionen virker aldrig.   På chatten bliver man logget af appen midt i en samtale da dette ikke betragtes som at man er aktiv i selve netbanken - super smart 👎🏻  Få det nu fixet!, Lullzert
2145105301, 2018-01-30T09:59:42.000Z, 5, 0, 0, 2.1.2, Mobilbank, Der er super godt og nemt og rart at man altid kan få et overblik af sin økonomi. 😊, Hanne/Greve
2142325595, 2018-01-29T17:17:03.000Z, 4, 0, 0, 2.1.2, Magler, Der magler at man kan se min kunderådgiver og tlf. Også at man kan skrive til bank magler også., Bema77
2131698505, 2018-01-27T06:30:05.000Z, 5, 0, 0, 2.1.2, Mobil bank, Nem og overskuelig.  Kunne godt bruge at man selv kunne vælge kode ved betalinger ikke altid man lige har tiden til NEMID.  Måske grønne tal ved indkomst røde ved udgifter.  Måske man kunne vælge eget farve layout har dog ikke undersøgt om man kan det.   Mvh  Bjarke, Von Jensen
2124253517, 2018-01-25T05:41:12.000Z, 2, 0, 0, 2.1.2, ingen advarsler, man kan indtaste en masse oplysninger og ved ét uheldigt tryk få slettet det hele uden en advarselstekst. Fx ved oprettelse af betalingsserviceaftale. Tryk “udfør” og alt er fint tryk “bekræft” og du kan starte forfra, Poulkj
2116449118, 2018-01-22T22:58:50.000Z, 5, 0, 0, 2.1.2, Face-ID, Optimere appen så man kan logge ind med face-id. Dette vil gøre det meget nemmere for folk med iPhone X :-) ellers super god app!, Vernerlund
2115992043, 2018-01-22T19:02:53.000Z, 4, 0, 0, 2.1.2, IPhone X version, Har i planer om at udnytte iPhone X skærmen og i givet fald hvad er tidsrammen ? Det virker iøvrigt fint med face-detection 👍, Mikkel6359
2115513658, 2018-01-22T15:30:45.000Z, 1, 0, 0, 2.1.2, Mangler, Man kan ikke se det samme som på en pc???, Alex Brix
2114665447, 2018-01-22T09:54:46.000Z, 3, 0, 0, 2.1.2, Nordea’s App til iPhone ikke oplevelsen værd., Hej Nordea   Nu har I haft over 4 måneder til at opdatere jeres iPhone app til iPhone X. Det er en pinsel at bruge app’en så meget at det kan være svært ikke at søge ud mod andre banker alene grundet brugeroplevelsen. En bank i dag er ikke en traditionel bank længere det er en forretning. Og hvis en anden forretning kan tilbyde noget bedre så smutter kunderne. Det lyder lidt hårdt på skrift men ikke desto mindre mener jeg det der står. :)  Se at få gjort noget ved det. Apple tilbyder en rigtig god guide som beskriver hvordan man gør. Og jeg kan godt leve med at der er mangler her og der så længe man kan se at I er i konstant udvikling.   Med venlig hilsen Mathias, Mathias Riis
2114347188, 2018-01-22T07:38:12.000Z, 4, 0, 0, 2.1.2, Alt jeg har behov for fra mobilen, Betale regninger overføre penge se detaljer i transaktioner etc... man har jo knap nok behov for at ligge på fra pc længere!, Valby123
2111119835, 2018-01-21T09:26:25.000Z, 4, 0, 0, 2.1.2, tja bom bom, Ok nemt men lidt kønsløst, Klutcher
2103679271, 2018-01-19T06:14:33.000Z, 4, 0, 0, 2.1.2, Savner FaceID, App’en fungerer godt men hvornår bliver det muligt også at bruge FaceID?, Milstar
2095011775, 2018-01-16T14:02:10.000Z, 2, 0, 0, 2.1.2, App, I burde lave så kan man lave ens budget på appen. Og appen burde fortælle hvad du bruger din penge på. Fx Cigaretter  Værkstedsregninger osv, Andreas1999123
2092348825, 2018-01-15T17:48:45.000Z, 3, 0, 0, 2.1.2, (U)Nem ID, Jeg ved godt det er for egen sikkerheds skyld men jeg synes der er for meget brug af nem id i denne app. Med tanke på at der er fingeraftryk og personlig kode burde man kunne indstille individuelt ved hvilken beløbsgrænse man ønsker at nem id skal bruges.  Derudover en dejlig overskuelig app der er let tilgængelig., Nicolaisen6
2090850529, 2018-01-15T07:17:33.000Z, 5, 0, 0, 2.1.2, IPhone X, Hvornår kommer det support af IPhone X og ansigtsgenkendelse?  Opdatering: Super. Det virker via aktivering af Touch-ID. Tak for hjælpen Rasmus :), New Argon iNet 2 owner
2088047397, 2018-01-14T10:31:16.000Z, 2, 0, 0, 2.1.2, Status Efter Lønindbetaling, Appen fungerer fint men er utilfreds med at man ikke kan se beløbet der trækkes fra når der indbetales løn hvilket er meget irriterende., Få det rettet
2083051737, 2018-01-12T22:37:55.000Z, 4, 0, 0, 2.1.2, Face ID ?, Hvornår vil det være muligt at benytte Face ID til indlogning ?, B. Buchholtz
2080792021, 2018-01-12T06:01:35.000Z, 4, 0, 0, 2.1.2, Kunne den dig ikke hedde Nordea, Virker fint. Nem at logge ind i., David GK
2079688582, 2018-01-11T21:28:38.000Z, 3, 0, 0, 2.1.2, IPHONE X, Hvornår bliver appen opdateret til at være kompatibel med skærmen på iPhone X?, Lay1118
2078930067, 2018-01-11T15:05:01.000Z, 5, 0, 0, 2.1.2, Det bedste værktøj, Er ofte på farten og har Nordea i lommen. Kan anbefales til alle også ældre uden it erfaring- nemt og enkelt, LimPinden2
2076372996, 2018-01-10T19:42:25.000Z, 4, 0, 0, 2.1.2, Anmeldelse, Det er dejligt let.  Det eneste er at man ikke har nogen person kontakt til sin bank., marina Birk Skigstad
2075534171, 2018-01-10T13:16:22.000Z, 1, 0, 0, 2.1.2, Touch ID not working, Works with all my other apps, Rahi08ab
2075304221, 2018-01-10T11:48:22.000Z, 3, 0, 0, 2.1.2, Account balance by each transaction missing, You can’t see what your account balance is by each transaction. I consider this really fundamental functionality that both my previous banks had and which makes it much easier for reconcile your budget with your bank account., Fnantier
2068814387, 2018-01-08T10:41:11.000Z, 2, 0, 0, 2.1.2, Betaling af flere regninger, Irriterende at skulle taste kode ind for hver regning..., Kaeoo7
